input\1.xlsx,5,System Builder,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
input\1.xlsx,5,System Builder,2,,Star Properties,,Equations are ideal for stars 0.18-1.2 solar masses and planets >0.01 Earth masses,,,,,,,,Planet Properties,,(see notes and caveats under each column),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
input\1.xlsx,5,System Builder,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
input\1.xlsx,5,System Builder,4,,,,,,,,,,,,Mass (Earth,Mass (Jupiter,Metal core,water mass,Radius,Radius,Surface area,Density,Semimajor,Period,Period,Period ratio,Synodic day,,,Periapsis,Apoapsis,min separation from,Hill radius,Roche limit,Bond,Equilibrium,CO2 Partial,Avg. surface,Habitable,Primary apparent,Primary apparent,Secondary apparent,Secondary apparent,Surface illumination,Avg Irradiance,Geometric,Planet absolute,Rad abundance,Radiogenic,Priomordial,Tidal heating,Total surface,Tectonic,Surface,Induced tide,Orbit velocity at,Escape velocity,Rotation,Surface-synchronous,Avg. orbital,Min mass gas,0-altitude,Average molar,Altitude of,Distance to
input\1.xlsx,5,System Builder,48,,,Gas 1,Gas 2,Gas 3,Gas 4,average,Larger SMA,,0,,,0,,,0,,#DIV/0!,#DIV/0!,,0,0,#DIV/0!,,#DIV/0!,,0,0,N/A,0,0,,#DIV/0!,,#NUM!,N/A,#DIV/0!,#NUM!,#DIV/0!,#NUM!,#NUM!,#DIV/0!,,#NUM!,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,#DIV/0!,#NUM!,,,#DIV/0!,0
input\1.xlsx,5,System Builder,49,,% volume,,,,,0,Planet apparent magnitude,,,,,0,,,0,,#DIV/0!,#DIV/0!,,0,0,#DIV/0!,,#DIV/0!,,0,0,N/A,0,0,,#DIV/0!,,#NUM!,N/A,#DIV/0!,#NUM!,#DIV/0!,#NUM!,#NUM!,#DIV/0!,,#NUM!,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,#DIV/0!,#NUM!,,,#DIV/0!,0
input\1.xlsx,5,System Builder,50,,mol mass,,,,,0,Absolute magnitude,,,,,0,,,0,,#DIV/0!,#DIV/0!,,0,0,#DIV/0!,,#DIV/0!,,0,0,N/A,0,0,,#DIV/0!,,#NUM!,N/A,#DIV/0!,#NUM!,#DIV/0!,#NUM!,#NUM!,#DIV/0!,,#NUM!,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,#DIV/0!,#NUM!,,,#DIV/0!,0
input\1.xlsx,5,System Builder,51,,Tidal-locking time,,Planet apparent diameter,,,,Star-planet distance (AU),,,,,0,,,0,,#DIV/0!,#DIV/0!,,0,0,#DIV/0!,,#DIV/0!,,0,0,N/A,0,0,,#DIV/0!,,#NUM!,N/A,#DIV/0!,#NUM!,#DIV/0!,#NUM!,#NUM!,#DIV/0!,,#NUM!,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,#DIV/0!,#NUM!,,,#DIV/0!,0
input\1.xlsx,5,System Builder,52,,SMA (AU),1,Planet radius (Earth radii),,,,Observer-planet dist. (AU),,,,,0,,,0,,#DIV/0!,#DIV/0!,,0,0,#DIV/0!,,#DIV/0!,,0,0,N/A,0,0,,#DIV/0!,,#NUM!,N/A,#DIV/0!,#NUM!,#DIV/0!,#NUM!,#NUM!,#DIV/0!,,#NUM!,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,#DIV/0!,#NUM!,,,#DIV/0!,0
input\1.xlsx,5,System Builder,53,,initial day,12,Observer-planet distance (AU),,,,Phase angle (°),,,,,0,,,0,,#DIV/0!,#DIV/0!,,0,0,#DIV/0!,,#DIV/0!,,0,0,N/A,0,0,,#DIV/0!,,#NUM!,N/A,#DIV/0!,#NUM!,#DIV/0!,#NUM!,#NUM!,#DIV/0!,,#NUM!,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,#DIV/0!,#NUM!,,,#DIV/0!,0
input\1.xlsx,5,System Builder,54,,(hours),,Apparent diameter (°),,,#DIV/0!,Apparent magnitude,,#NUM!,,,0,,,0,,#DIV/0!,#DIV/0!,,0,0,#DIV/0!,,#DIV/0!,,0,0,N/A,0,0,,#DIV/0!,,#NUM!,N/A,#DIV/0!,#NUM!,#DIV/0!,#NUM!,#NUM!,#DIV/0!,,#NUM!,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,#DIV/0!,#NUM!,,,#DIV/0!,0
input\1.xlsx,5,System Builder,55,,Time to,2.8887696299522,Illuminance from reflected light,,,Equivalent irradiance to solar system,,,,,,0,,,0,,#DIV/0!,#DIV/0!,,0,0,#DIV/0!,,#DIV/0!,,0,0,N/A,0,0,,#DIV/0!,,#NUM!,N/A,#DIV/0!,#NUM!,#DIV/0!,#NUM!,#NUM!,#DIV/0!,,#NUM!,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,#DIV/0!,#NUM!,,,#DIV/0!,0
input\1.xlsx,5,System Builder,56,,lock (byr),,Reflector apparent mag.,,,Distance from star (AU),,,,,,0,,,0,,#DIV/0!,#DIV/0!,,0,0,#DIV/0!,,#DIV/0!,,0,0,N/A,0,0,,#DIV/0!,,#NUM!,N/A,#DIV/0!,#NUM!,#DIV/0!,#NUM!,#NUM!,#DIV/0!,,#NUM!,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,#DIV/0!,#NUM!,,,#DIV/0!,0
input\1.xlsx,5,System Builder,57,,,,Illuminance (lux),,0,Equivalent distance in sol (AU),,,0,,,0,,,0,,#DIV/0!,#DIV/0!,,0,0,#DIV/0!,,#DIV/0!,,0,0,N/A,0,0,,#DIV/0!,,#NUM!,N/A,#DIV/0!,#NUM!,#DIV/0!,#NUM!,#NUM!,#DIV/0!,,#NUM!,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,#DIV/0!,#NUM!,,,#DIV/0!,0
input\1.xlsx,5,System Builder,58,,,,,,,,,,,,,0,,,0,,#DIV/0!,#DIV/0!,,0,0,#DIV/0!,,#DIV/0!,,0,0,N/A,0,0,,#DIV/0!,,#NUM!,N/A,#DIV/0!,#NUM!,#DIV/0!,#NUM!,#NUM!,#DIV/0!,,#NUM!,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,#DIV/0!,#NUM!,,,#DIV/0!,0
input\1.xlsx,5,System Builder,59,,Sources:,,,,,,,,,,,0,,,0,,#DIV/0!,#DIV/0!,,0,0,#DIV/0!,,#DIV/0!,,0,0,N/A,0,0,,#DIV/0!,,#NUM!,N/A,#DIV/0!,#NUM!,#DIV/0!,#NUM!,#NUM!,#DIV/0!,,#NUM!,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,#DIV/0!,#NUM!,,,#DIV/0!,0
input\1.xlsx,5,System Builder,60,,Optimistic/Conservative Hab Zones,,,,,,,,,,,0,,,0,,#DIV/0!,#DIV/0!,,0,0,#DIV/0!,,#DIV/0!,,0,0,N/A,0,0,,#DIV/0!,,#NUM!,N/A,#DIV/0!,#NUM!,#DIV/0!,#NUM!,#NUM!,#DIV/0!,,#NUM!,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,#DIV/0!,#NUM!,,,#DIV/0!,0
input\1.xlsx,5,System Builder,61,,https://iopscience.iop.org/article/10.1088/0004-637X/777/2/166/meta ,,,,,,,,,,,0,,,0,,#DIV/0!,#DIV/0!,,0,0,#DIV/0!,,#DIV/0!,,0,0,N/A,0,0,,#DIV/0!,,#NUM!,N/A,#DIV/0!,#NUM!,#DIV/0!,#NUM!,#NUM!,#DIV/0!,,#NUM!,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,#DIV/0!,#NUM!,,,#DIV/0!,0
input\1.xlsx,5,System Builder,62,,Low-humidity extreme hab limit,,,,,,,,,,,0,,,0,,#DIV/0!,#DIV/0!,,0,0,#DIV/0!,,#DIV/0!,,0,0,N/A,0,0,,#DIV/0!,,#NUM!,N/A,#DIV/0!,#NUM!,#DIV/0!,#NUM!,#NUM!,#DIV/0!,,#NUM!,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,#DIV/0!,#NUM!,,,#DIV/0!,0
input\1.xlsx,5,System Builder,63,,https://iopscience.iop.org/article/10.1088/0004-637X/778/2/109/meta#apj485301t1 ,,,,,,,,,,,0,,,0,,#DIV/0!,#DIV/0!,,0,0,#DIV/0!,,#DIV/0!,,0,0,N/A,0,0,,#DIV/0!,,#NUM!,N/A,#DIV/0!,#NUM!,#DIV/0!,#NUM!,#NUM!,#DIV/0!,,#NUM!,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,#DIV/0!,#NUM!,,,#DIV/0!,0
input\1.xlsx,5,System Builder,64,,slow-rotating inner hab limit,,,,,,,,,,,0,,,0,,#DIV/0!,#DIV/0!,,0,0,#DIV/0!,,#DIV/0!,,0,0,N/A,0,0,,#DIV/0!,,#NUM!,N/A,#DIV/0!,#NUM!,#DIV/0!,#NUM!,#NUM!,#DIV/0!,,#NUM!,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,#DIV/0!,#NUM!,,,#DIV/0!,0
input\1.xlsx,5,System Builder,65,,https://iopscience.iop.org/article/10.1088/2041-8205/787/1/L2/meta,,,,,,,,,,,0,,,0,,#DIV/0!,#DIV/0!,,0,0,#DIV/0!,,#DIV/0!,,0,0,N/A,0,0,,#DIV/0!,,#NUM!,N/A,#DIV/0!,#NUM!,#DIV/0!,#NUM!,#NUM!,#DIV/0!,,#NUM!,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,#DIV/0!,#NUM!,,,#DIV/0!,0
input\1.xlsx,5,System Builder,66,,50% H2 hab limit,,,,,,,,,,,0,,,0,,#DIV/0!,#DIV/0!,,0,0,#DIV/0!,,#DIV/0!,,0,0,N/A,0,0,,#DIV/0!,,#NUM!,N/A,#DIV/0!,#NUM!,#DIV/0!,#NUM!,#NUM!,#DIV/0!,,#NUM!,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,#DIV/0!,#NUM!,,,#DIV/0!,0
input\1.xlsx,5,System Builder,67,,https://arxiv.org/abs/1702.08618,,,,,,,,,,,0,,,0,,#DIV/0!,#DIV/0!,,0,0,#DIV/0!,,#DIV/0!,,0,0,N/A,0,0,,#DIV/0!,,#NUM!,N/A,#DIV/0!,#NUM!,#DIV/0!,#NUM!,#NUM!,#DIV/0!,,#NUM!,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,#DIV/0!,#NUM!,,,#DIV/0!,0
input\1.xlsx,5,System Builder,68,,100 bar H2 hab limit,,,,,,,,,,,0,,,0,,#DIV/0!,#DIV/0!,,0,0,#DIV/0!,,#DIV/0!,,0,0,N/A,0,0,,#DIV/0!,,#NUM!,N/A,#DIV/0!,#NUM!,#DIV/0!,#NUM!,#NUM!,#DIV/0!,,#NUM!,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,#DIV/0!,#NUM!,,,#DIV/0!,0
input\1.xlsx,5,System Builder,69,,https://arxiv.org/abs/1105.0021,,,,,,,,,,,0,,,0,,#DIV/0!,#DIV/0!,,0,0,#DIV/0!,,#DIV/0!,,0,0,N/A,0,0,,#DIV/0!,,#NUM!,N/A,#DIV/0!,#NUM!,#DIV/0!,#NUM!,#NUM!,#DIV/0!,,#NUM!,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,#DIV/0!,#NUM!,,,#DIV/0!,0
input\1.xlsx,5,System Builder,70,,effective thermal distance for eccentric planets (for equilibrium temp),,,,,,,,,,,0,,,0,,#DIV/0!,#DIV/0!,,0,0,#DIV/0!,,#DIV/0!,,0,0,N/A,0,0,,#DIV/0!,,#NUM!,N/A,#DIV/0!,#NUM!,#DIV/0!,#NUM!,#NUM!,#DIV/0!,,#NUM!,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,#DIV/0!,#NUM!,,,#DIV/0!,0
input\1.xlsx,5,System Builder,71,,https://arxiv.org/pdf/1702.07314.pdf ,,,,,,,,,,,0,,,0,,#DIV/0!,#DIV/0!,,0,0,#DIV/0!,,#DIV/0!,,0,0,N/A,0,0,,#DIV/0!,,#NUM!,N/A,#DIV/0!,#NUM!,#DIV/0!,#NUM!,#NUM!,#DIV/0!,,#NUM!,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,#DIV/0!,#NUM!,,,#DIV/0!,0
input\1.xlsx,5,System Builder,72,,Mass-radius for planets of specified composition,,,,,,,,,,,0,,,0,,#DIV/0!,#DIV/0!,,0,0,#DIV/0!,,#DIV/0!,,0,0,N/A,0,0,,#DIV/0!,,#NUM!,N/A,#DIV/0!,#NUM!,#DIV/0!,#NUM!,#NUM!,#DIV/0!,,#NUM!,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,#DIV/0!,#NUM!,,,#DIV/0!,0
input\1.xlsx,5,System Builder,73,,https://arxiv.org/pdf/astro-ph/0612671.pdf,,,,,,,,,,,0,,,0,,#DIV/0!,#DIV/0!,,0,0,#DIV/0!,,#DIV/0!,,0,0,N/A,0,0,,#DIV/0!,,#NUM!,N/A,#DIV/0!,#NUM!,#DIV/0!,#NUM!,#NUM!,#DIV/0!,,#NUM!,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,#DIV/0!,#NUM!,,,#DIV/0!,0
input\1.xlsx,5,System Builder,74,,Mass-radius for planets of unspecified composition,,,,,,,,,,,0,,,0,,#DIV/0!,#DIV/0!,,0,0,#DIV/0!,,#DIV/0!,,0,0,N/A,0,0,,#DIV/0!,,#NUM!,N/A,#DIV/0!,#NUM!,#DIV/0!,#NUM!,#NUM!,#DIV/0!,,#NUM!,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,#DIV/0!,#NUM!,,,#DIV/0!,0
input\1.xlsx,5,System Builder,75,,https://iopscience.iop.org/article/10.3847/1538-4357/834/1/17/meta#apjaa4b8cs3 ,,,,,,,,,,,0,,,0,,#DIV/0!,#DIV/0!,,0,0,#DIV/0!,,#DIV/0!,,0,0,N/A,0,0,,#DIV/0!,,#NUM!,N/A,#DIV/0!,#NUM!,#DIV/0!,#NUM!,#NUM!,#DIV/0!,,#NUM!,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,#DIV/0!,#NUM!,,,#DIV/0!,0
input\1.xlsx,5,System Builder,76,,Star mass-radius and mass-temperature,,,,,,,,,,,0,,,0,,#DIV/0!,#DIV/0!,,0,0,#DIV/0!,,#DIV/0!,,0,0,N/A,0,0,,#DIV/0!,,#NUM!,N/A,#DIV/0!,#NUM!,#DIV/0!,#NUM!,#NUM!,#DIV/0!,,#NUM!,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,#DIV/0!,#NUM!,,,#DIV/0!,0
input\1.xlsx,5,System Builder,77,,https://academic.oup.com/mnras/article/479/4/5491/5056185#119170698,,,,,,,,,,,0,,,0,,#DIV/0!,#DIV/0!,,0,0,#DIV/0!,,#DIV/0!,,0,0,N/A,0,0,,#DIV/0!,,#NUM!,N/A,#DIV/0!,#NUM!,#DIV/0!,#NUM!,#NUM!,#DIV/0!,,#NUM!,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,#DIV/0!,#NUM!,,,#DIV/0!,0
input\1.xlsx,5,System Builder,78,,Bolometric correction factor,,,,,,,,,,,0,,,0,,#DIV/0!,#DIV/0!,,0,0,#DIV/0!,,#DIV/0!,,0,0,N/A,0,0,,#DIV/0!,,#NUM!,N/A,#DIV/0!,#NUM!,#DIV/0!,#NUM!,#NUM!,#DIV/0!,,#NUM!,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,#DIV/0!,#NUM!,,,#DIV/0!,0
input\1.xlsx,5,System Builder,79,,https://arxiv.org/pdf/1008.3913.pdf,,,,,,,,,,,0,,,0,,#DIV/0!,#DIV/0!,,0,0,#DIV/0!,,#DIV/0!,,0,0,N/A,0,0,,#DIV/0!,,#NUM!,N/A,#DIV/0!,#NUM!,#DIV/0!,#NUM!,#NUM!,#DIV/0!,,#NUM!,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,#DIV/0!,#NUM!,,,#DIV/0!,0
input\1.xlsx,5,System Builder,80,,Tidal-locking radius,,,,,,,,,,,0,,,0,,#DIV/0!,#DIV/0!,,0,0,#DIV/0!,,#DIV/0!,,0,0,N/A,0,0,,#DIV/0!,,#NUM!,N/A,#DIV/0!,#NUM!,#DIV/0!,#NUM!,#NUM!,#DIV/0!,,#NUM!,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,#DIV/0!,#NUM!,,,#DIV/0!,0
input\1.xlsx,5,System Builder,81,,https://www.sciencedirect.com/science/article/pii/S0019103583710109,,,,,,,,,,,0,,,0,,#DIV/0!,#DIV/0!,,0,0,#DIV/0!,,#DIV/0!,,0,0,N/A,0,0,,#DIV/0!,,#NUM!,N/A,#DIV/0!,#NUM!,#DIV/0!,#NUM!,#NUM!,#DIV/0!,,#NUM!,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,#DIV/0!,#NUM!,,,#DIV/0!,0
input\1.xlsx,5,System Builder,82,,SMA for given CO2 levels,,,,,,,,,,,0,,,0,,#DIV/0!,#DIV/0!,,0,0,#DIV/0!,,#DIV/0!,,0,0,N/A,0,0,,#DIV/0!,,#NUM!,N/A,#DIV/0!,#NUM!,#DIV/0!,#NUM!,#NUM!,#DIV/0!,,#NUM!,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,#DIV/0!,#NUM!,,,#DIV/0!,0
input\1.xlsx,5,System Builder,83,,https://iopscience.iop.org/article/10.3847/1538-4357/ab1d52,,,,,,,,,,,0,,,0,,#DIV/0!,#DIV/0!,,0,0,#DIV/0!,,#DIV/0!,,0,0,N/A,0,0,,#DIV/0!,,#NUM!,N/A,#DIV/0!,#NUM!,#DIV/0!,#NUM!,#NUM!,#DIV/0!,,#NUM!,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,#DIV/0!,#NUM!,,,#DIV/0!,0
input\1.xlsx,5,System Builder,84,,Blackbody radiation color,,,,,,,,,,,0,,,0,,#DIV/0!,#DIV/0!,,0,0,#DIV/0!,,#DIV/0!,,0,0,N/A,0,0,,#DIV/0!,,#NUM!,N/A,#DIV/0!,#NUM!,#DIV/0!,#NUM!,#NUM!,#DIV/0!,,#NUM!,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,#DIV/0!,#NUM!,,,#DIV/0!,0
input\1.xlsx,5,System Builder,85,,http://www.vendian.org/mncharity/dir3/blackbody/,,,,,,,,,,,0,,,0,,#DIV/0!,#DIV/0!,,0,0,#DIV/0!,,#DIV/0!,,0,0,N/A,0,0,,#DIV/0!,,#NUM!,N/A,#DIV/0!,#NUM!,#DIV/0!,#NUM!,#NUM!,#DIV/0!,,#NUM!,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,#DIV/0!,#NUM!,,,#DIV/0!,0
input\1.xlsx,5,System Builder,86,,Surface Temperature from CO2 partial pressure,,,,,,,,,,,0,,,0,,#DIV/0!,#DIV/0!,,0,0,#DIV/0!,,#DIV/0!,,0,0,N/A,0,0,,#DIV/0!,,#NUM!,N/A,#DIV/0!,#NUM!,#DIV/0!,#NUM!,#NUM!,#DIV/0!,,#NUM!,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,#DIV/0!,#NUM!,,,#DIV/0!,0
input\1.xlsx,5,System Builder,87,,https://www.nature.com/articles/s41467-020-19896-2#Sec7,,,,,,,,,,,0,,,0,,#DIV/0!,#DIV/0!,,0,0,#DIV/0!,,#DIV/0!,,0,0,N/A,0,0,,#DIV/0!,,#NUM!,N/A,#DIV/0!,#NUM!,#DIV/0!,#NUM!,#NUM!,#DIV/0!,,#NUM!,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,#DIV/0!,#NUM!,,,#DIV/0!,0
input\1.xlsx,5,System Builder,88,,(See heat model page for heat model sources and method),,,,,,,,,,,0,,,0,,#DIV/0!,#DIV/0!,,0,0,#DIV/0!,,#DIV/0!,,0,0,N/A,0,0,,#DIV/0!,,#NUM!,N/A,#DIV/0!,#NUM!,#DIV/0!,#NUM!,#NUM!,#DIV/0!,,#NUM!,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,#DIV/0!,#NUM!,,,#DIV/0!,0
input\1.xlsx,5,System Builder,89,,Miscellaneous other equations pulled from wikipedia,,,,,,,,,,,0,,,0,,#DIV/0!,#DIV/0!,,0,0,#DIV/0!,,#DIV/0!,,0,0,N/A,0,0,,#DIV/0!,,#NUM!,N/A,#DIV/0!,#NUM!,#DIV/0!,#NUM!,#NUM!,#DIV/0!,,#NUM!,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,#DIV/0!,#NUM!,,,#DIV/0!,0
input\1.xlsx,5,System Builder,90,,,,,,,,,,,,,0,,,0,,#DIV/0!,#DIV/0!,,0,0,#DIV/0!,,#DIV/0!,,0,0,N/A,0,0,,#DIV/0!,,#NUM!,N/A,#DIV/0!,#NUM!,#DIV/0!,#NUM!,#NUM!,#DIV/0!,,#NUM!,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,#DIV/0!,#NUM!,,,#DIV/0!,0
input\1.xlsx,5,System Builder,91,,,,,,,,,,,,,0,,,0,,#DIV/0!,#DIV/0!,,0,0,#DIV/0!,,#DIV/0!,,0,0,N/A,0,0,,#DIV/0!,,#NUM!,N/A,#DIV/0!,#NUM!,#DIV/0!,#NUM!,#NUM!,#DIV/0!,,#NUM!,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,#DIV/0!,#NUM!,,,#DIV/0!,0
input\1.xlsx,5,System Builder,92,,,,,,,,,,,,,0,,,0,,#DIV/0!,#DIV/0!,,0,0,#DIV/0!,,#DIV/0!,,0,0,N/A,0,0,,#DIV/0!,,#NUM!,N/A,#DIV/0!,#NUM!,#DIV/0!,#NUM!,#NUM!,#DIV/0!,,#NUM!,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,#DIV/0!,#NUM!,,,#DIV/0!,0
input\1.xlsx,5,System Builder,93,,,,,,,,,,,,,0,,,0,,#DIV/0!,#DIV/0!,,0,0,#DIV/0!,,#DIV/0!,,0,0,N/A,0,0,,#DIV/0!,,#NUM!,N/A,#DIV/0!,#NUM!,#DIV/0!,#NUM!,#NUM!,#DIV/0!,,#NUM!,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,#DIV/0!,#NUM!,,,#DIV/0!,0
input\1.xlsx,5,System Builder,94,,,,,,,,,,,,,0,,,0,,#DIV/0!,#DIV/0!,,0,0,#DIV/0!,,#DIV/0!,,0,0,N/A,0,0,,#DIV/0!,,#NUM!,N/A,#DIV/0!,#NUM!,#DIV/0!,#NUM!,#NUM!,#DIV/0!,,#NUM!,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,#DIV/0!,#NUM!,,,#DIV/0!,0
input\1.xlsx,5,System Builder,95,,,,,,,,,,,,,0,,,0,,#DIV/0!,#DIV/0!,,0,0,#DIV/0!,,#DIV/0!,,0,0,N/A,0,0,,#DIV/0!,,#NUM!,N/A,#DIV/0!,#NUM!,#DIV/0!,#NUM!,#NUM!,#DIV/0!,,#NUM!,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,#DIV/0!,#NUM!,,,#DIV/0!,0
